ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
5125137,F,N,Y,0,220500.0,Working,Secondary / secondary special,Separated,House / apartment,-17196,-560,1,1,0,0,Core staff,1.0,0
5118566,F,N,Y,2,147150.0,State servant,Secondary / secondary special,Married,House / apartment,-13853,-3261,1,0,0,0,Managers,4.0,0
5118563,F,Y,Y,0,180000.0,Working,Higher education,Married,Co-op apartment,-10826,-949,1,0,0,0,Sales staff,2.0,0
5118543,F,N,N,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-18484,-3932,1,1,0,0,High skill tech staff,2.0,0
5118540,F,N,Y,1,81000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15749,-6367,1,1,1,0,Cleaning staff,3.0,0
5118534,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22032,-826,1,0,0,0,Laborers,2.0,0
5118528,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-22190,-523,1,0,0,0,,2.0,0
5118517,M,Y,N,0,337500.0,Working,Higher education,Married,House / apartment,-13434,-2471,1,1,0,0,Managers,2.0,0
5118567,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18650,-1892,1,0,0,0,Laborers,1.0,0
5118600,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16606,-3506,1,0,0,0,Managers,2.0,0
5118598,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16854,-5179,1,1,0,0,Managers,2.0,0
5118596,F,N,Y,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8836,-1192,1,0,1,0,Low-skill Laborers,2.0,0
5118593,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-16127,-8497,1,0,1,0,,2.0,0
5118590,F,N,N,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12217,-2349,1,1,0,0,,3.0,0
5118581,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13052,-1741,1,0,0,0,Laborers,2.0,0
5118577,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,-11490,-826,1,1,0,0,Drivers,1.0,0
5125175,F,N,Y,2,157500.0,State servant,Higher education,Married,House / apartment,-9958,-987,1,1,1,0,Core staff,4.0,0
5125275,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16280,-3694,1,0,0,1,Sales staff,3.0,0
5125272,M,N,N,1,360000.0,Working,Lower secondary,Married,House / apartment,-12615,-1048,1,0,0,1,Laborers,3.0,0
5125269,M,Y,Y,0,157500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11437,-379,1,0,0,0,,1.0,0
5125268,F,N,Y,0,103500.0,Commercial associate,Higher education,Civil marriage,With parents,-9088,-2174,1,0,0,0,,2.0,0
5125263,M,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-15423,-1200,1,1,1,0,,2.0,0
5125256,M,Y,N,1,337500.0,State servant,Higher education,Married,House / apartment,-12794,-3574,1,0,0,0,,3.0,0
5125250,M,N,Y,1,225000.0,Working,Higher education,Single / not married,With parents,-12958,-1475,1,1,0,1,Laborers,2.0,0
5125307,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-10037,-1078,1,0,0,0,Managers,1.0,0
5010117,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-15397,-1894,1,1,1,0,Core staff,3.0,0
5010118,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8363,-525,1,0,0,0,,1.0,0
5125212,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23176,365243,1,0,0,0,,1.0,0
5125208,F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,-18596,-7288,1,0,0,0,Core staff,1.0,0
5125193,M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17523,-4152,1,1,0,0,,2.0,0
5125188,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,-21017,-895,1,1,1,0,,2.0,0
5125185,M,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15401,-3878,1,0,1,0,Laborers,2.0,0
5125182,F,Y,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-11589,-73,1,0,1,1,Core staff,2.0,0
5125180,F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17384,-1138,1,0,0,0,Cooking staff,4.0,0
5125209,M,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9511,-803,1,0,0,0,,1.0,0
5125214,M,N,Y,0,675000.0,Commercial associate,Higher education,Married,House / apartment,-17754,-1109,1,1,1,1,Managers,2.0,0
5125243,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-23556,-165,1,0,0,0,Private service staff,2.0,0
5125240,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15377,-3544,1,1,1,0,Cleaning staff,3.0,0
5125238,F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-15948,-987,1,0,0,0,Laborers,2.0,0
5125237,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13766,-73,1,0,0,0,High skill tech staff,4.0,0
5125224,F,N,Y,1,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18246,-6070,1,1,1,0,Managers,2.0,0
5125650,F,Y,N,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22655,365243,1,0,0,0,,2.0,0
5126111,M,N,N,0,180000.0,Working,Lower secondary,Married,Office apartment,-16235,-4123,1,1,0,0,Managers,2.0,0
5126119,F,Y,N,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,-16184,-1688,1,1,1,0,Managers,2.0,0
5126110,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12152,-379,1,1,0,0,Laborers,2.0,0
5126104,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21042,365243,1,0,1,0,,2.0,0
5126090,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,-18670,-5431,1,1,1,0,Managers,2.0,0
5126167,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-12461,-714,1,0,1,0,Medicine staff,4.0,0
5126147,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904,-3787,1,0,0,0,Laborers,4.0,0
5126085,F,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14887,-2599,1,0,0,0,Managers,3.0,0
5126050,F,Y,N,1,67500.0,State servant,Higher education,Married,House / apartment,-13876,-5370,1,1,0,0,High skill tech staff,3.0,0
5126044,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10034,-1840,1,1,0,0,Medicine staff,4.0,0
5009989,M,Y,Y,0,495000.0,Pensioner,Higher education,Single / not married,House / apartment,-22867,365243,1,0,0,0,,1.0,0
5009993,F,N,Y,0,135000.0,Working,Incomplete higher,Married,House / apartment,-16839,-3692,1,0,0,0,Managers,2.0,0
5126014,F,N,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-20103,-1444,1,1,1,0,Waiters/barmen staff,2.0,0
5126077,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11133,-1991,1,1,1,0,Laborers,2.0,0
5126074,F,N,Y,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-12756,-1169,1,1,1,0,Sales staff,2.0,0
5126071,F,N,Y,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13910,-2478,1,0,0,1,Core staff,4.0,0
5126069,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21542,-5583,1,1,1,0,Managers,2.0,0
5126068,F,Y,N,0,135000.0,Working,Higher education,Married,House / apartment,-12740,-1656,1,1,1,0,,2.0,0
5126065,F,N,Y,0,94500.0,State servant,Higher education,Separated,House / apartment,-18465,-1930,1,1,0,0,Laborers,1.0,0
5126171,M,N,N,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,-13413,-1323,1,1,0,0,Drivers,3.0,0
5126304,F,N,N,0,121500.0,Working,Higher education,Married,House / apartment,-9783,-1688,1,0,0,0,Core staff,2.0,0
5126302,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19790,-653,1,1,1,0,Cooking staff,2.0,0
5126294,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21149,-11884,1,1,0,0,Laborers,2.0,0
5126285,F,N,N,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11962,-380,1,0,1,0,Sales staff,1.0,0
5126281,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13227,-500,1,1,1,0,Laborers,2.0,0
5126272,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17100,-5522,1,0,0,0,Sales staff,2.0,0
5126270,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9509,-2662,1,1,1,0,Drivers,4.0,0
5126335,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-16856,-1262,1,1,1,0,Laborers,2.0,0
5009951,M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23083,365243,1,0,0,0,,2.0,0
5126310,F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,-12788,-531,1,1,1,0,Core staff,1.0,0
5126217,F,N,N,0,990000.0,State servant,Higher education,Married,House / apartment,-22635,-2357,1,1,1,0,Core staff,2.0,0
5009960,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16613,-3235,1,0,0,0,,3.0,0
5126195,M,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20770,-623,1,1,0,0,Cooking staff,2.0,0
5126180,M,N,N,0,270000.0,Working,Higher education,Married,Rented apartment,-17300,-408,1,1,1,0,Managers,2.0,0
5126258,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17892,-470,1,0,1,0,Sales staff,2.0,0
5126252,F,N,N,0,216000.0,Working,Secondary / secondary special,Separated,House / apartment,-20062,-561,1,1,0,0,Cleaning staff,1.0,0
5126236,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-16870,-957,1,0,1,0,Sales staff,2.0,0
5126230,F,Y,N,0,180000.0,Pensioner,Higher education,Separated,House / apartment,-23603,365243,1,0,0,0,,1.0,0
5125781,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-23360,-469,1,0,0,0,,2.0,0
5125766,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15823,-1656,1,0,0,0,Cleaning staff,2.0,0
5125764,M,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13030,-1626,1,0,1,0,Laborers,3.0,0
5125756,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12625,-1261,1,0,0,1,Drivers,3.0,0
5125752,F,Y,Y,1,292500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-13777,-348,1,1,1,0,Accountants,2.0,0
5125751,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-20064,-3360,1,1,1,0,Sales staff,2.0,0
5125748,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20590,365243,1,0,0,0,,2.0,0
5125743,F,Y,Y,0,81000.0,State servant,Higher education,Married,House / apartment,-11256,-2691,1,0,0,0,Core staff,2.0,0
5125815,F,Y,N,0,450000.0,Commercial associate,Higher education,Married,House / apartment,-19783,-5521,1,1,1,0,Managers,2.0,0
5125813,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14295,-2083,1,1,1,0,Laborers,1.0,0
5010019,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,1,0,0,0,,2.0,0
5125796,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15575,-2448,1,0,1,0,,2.0,0
5125819,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-11221,-4244,1,1,1,0,Laborers,4.0,0
5125689,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14058,-3694,1,0,0,0,Realty agents,3.0,0
5125681,F,N,N,0,337500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-18080,-1718,1,1,0,0,Managers,2.0,0
5125677,F,Y,Y,0,292500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13387,-1991,1,0,0,0,Realty agents,1.0,0
5010031,M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22121,365243,1,0,1,0,,2.0,0
5125723,F,N,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-13404,-591,1,0,1,0,Managers,3.0,0
5125722,M,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-22111,-2325,1,1,1,0,Drivers,2.0,0
5125705,F,Y,Y,1,207000.0,Working,Higher education,Married,House / apartment,-10791,-2478,1,0,1,1,Accountants,3.0,0
5010036,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,1,0,0,0,,2.0,0
5125959,F,N,Y,0,166500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16068,-2722,1,0,1,0,Laborers,1.0,0
5009998,M,Y,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13940,-617,1,0,0,0,Managers,3.0,0
5009999,F,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12330,-2809,1,0,1,1,Accountants,3.0,0
5125940,F,N,Y,0,900000.0,Working,Higher education,Married,House / apartment,-18634,-1169,1,0,1,0,,2.0,0
5125938,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10443,-560,1,0,0,0,Core staff,2.0,0
5125933,M,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12091,-134,1,0,0,0,Laborers,1.0,0
5125932,M,N,Y,0,360000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-16502,-2844,1,0,0,0,Managers,2.0,0
5125930,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11729,-652,1,0,0,0,Laborers,3.0,0
5125926,F,Y,Y,0,540000.0,Commercial associate,Higher education,Separated,House / apartment,-19347,-104,1,0,1,1,,1.0,0
5125924,F,N,Y,0,166500.0,Working,Incomplete higher,Single / not married,House / apartment,-9165,-348,1,0,0,0,High skill tech staff,1.0,0
5125922,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-11615,-2936,1,0,0,0,Sales staff,2.0,0
5125998,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21911,-744,1,1,1,0,,2.0,0
5125989,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-11262,-1779,1,1,1,0,Waiters/barmen staff,3.0,0
5125988,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12546,-2539,1,0,0,0,Low-skill Laborers,3.0,0
5125980,M,N,Y,0,148500.0,Working,Higher education,Separated,House / apartment,-12119,-1230,1,0,1,1,Managers,1.0,0
5125974,M,N,Y,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,-20162,-1899,1,1,0,0,Laborers,2.0,0
5125843,M,Y,Y,0,382500.0,Working,Higher education,Married,House / apartment,-11864,-1748,1,0,1,0,IT staff,2.0,0
5125835,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18390,-2448,1,0,0,0,,2.0,0
5125862,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14416,-104,1,1,0,0,,3.0,0
5125863,M,Y,N,0,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9053,-165,1,0,0,1,,1.0,0
5010005,M,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23322,365243,1,0,0,0,,2.0,0
5010007,F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,1,0,1,0,Secretaries,3.0,0
5125893,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-18531,-925,1,0,1,0,High skill tech staff,2.0,0
5125883,F,Y,Y,2,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11542,-1169,1,0,0,1,Sales staff,4.0,0
5125875,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-8678,-318,1,0,0,0,Laborers,1.0,0
5042089,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-19495,-1678,1,0,1,0,Accountants,2.0,0
5042100,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-14349,-4082,1,0,1,0,,2.0,0
5022903,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,1,0,0,1,,3.0,0
5042105,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,-16641,-9988,1,1,1,0,Sales staff,2.0,0
5097141,F,Y,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17784,365243,1,0,1,0,,2.0,0
5022906,M,N,N,0,189000.0,State servant,Secondary / secondary special,Married,House / apartment,-15752,-2770,1,0,0,0,Core staff,2.0,0
5042027,M,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11496,-1737,1,1,0,0,Laborers,2.0,0
5042025,F,N,N,0,202500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-21381,-156,1,0,0,0,Managers,1.0,0
5041994,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21343,365243,1,0,0,0,,2.0,0
5041991,F,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16306,-4904,1,1,1,0,Laborers,2.0,0
5041984,F,N,N,1,81000.0,Working,Higher education,Married,House / apartment,-10500,-3594,1,0,1,0,Sales staff,3.0,0
5097116,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-14636,-4690,1,1,1,0,Laborers,2.0,0
5042052,F,N,N,0,157500.0,Working,Secondary / secondary special,Widow,House / apartment,-16509,-2013,1,1,1,0,Sales staff,1.0,0
5042046,F,N,N,0,81000.0,Pensioner,Higher education,Single / not married,House / apartment,-23291,365243,1,0,1,0,,1.0,0
5042273,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24047,365243,1,0,0,0,,2.0,0
5042286,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-1222,1,0,0,0,Secretaries,1.0,0
5042284,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16344,-126,1,0,1,0,Drivers,2.0,0
5097094,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10981,-552,1,0,0,0,Laborers,2.0,0
5042279,F,N,N,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11630,-1890,1,0,0,0,Sales staff,3.0,0
5097064,M,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24365,365243,1,0,0,0,,2.0,0
5042153,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19618,-1617,1,1,1,0,Laborers,2.0,0
5042270,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8768,-1038,1,0,0,0,Laborers,2.0,0
5042266,M,Y,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17147,-1982,1,0,0,0,Sales staff,3.0,0
5042260,F,N,Y,0,405000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21556,365243,1,0,0,0,,2.0,0
5042258,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9605,-672,1,0,0,0,Cooking staff,2.0,0
5042257,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16133,-582,1,0,0,0,Sales staff,2.0,0
5022893,M,Y,Y,1,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,2.0,0
5042321,M,N,Y,0,202500.0,Working,Incomplete higher,Civil marriage,House / apartment,-8637,-95,1,0,1,1,Core staff,2.0,0
5042318,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19478,-1890,1,0,0,0,,1.0,0
5042310,F,N,Y,2,157500.0,State servant,Higher education,Married,House / apartment,-14395,-5300,1,0,0,0,Accountants,4.0,0
5042307,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-18223,-4082,1,0,0,0,Cooking staff,2.0,0
5097117,F,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-18110,-2074,1,0,0,0,Managers,2.0,0
5042216,F,N,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10559,-429,1,1,1,0,Drivers,2.0,0
5042187,F,N,N,0,135000.0,State servant,Higher education,Married,House / apartment,-12490,-1191,1,1,1,0,Core staff,2.0,0
5097144,F,N,N,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19038,365243,1,0,1,0,,2.0,0
5042218,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18983,-460,1,0,0,0,Drivers,1.0,0
5022897,F,N,Y,0,126000.0,State servant,Higher education,Married,House / apartment,-19292,-1371,1,0,0,1,Core staff,2.0,0
5042233,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12849,-6273,1,1,0,0,Sales staff,1.0,0
5042227,F,N,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-16925,-1648,1,1,0,0,High skill tech staff,2.0,0
5042220,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-11714,-1434,1,0,0,0,Sales staff,1.0,0
5097058,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13850,-2774,1,0,0,0,Sales staff,2.0,0
5041724,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17377,-5512,1,0,0,0,High skill tech staff,2.0,0
5097057,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19984,-3868,1,0,1,0,Core staff,1.0,0
5041742,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-367,1,0,0,0,Sales staff,3.0,0
5041727,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13170,-763,1,1,0,0,Core staff,2.0,0
5041802,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16372,-3900,1,0,1,0,Laborers,2.0,0
5022930,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-9154,-187,1,0,0,1,Laborers,2.0,0
5022932,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-12615,-1156,1,0,0,0,Laborers,4.0,0
5022935,M,N,N,1,135000.0,Working,Lower secondary,Married,House / apartment,-11642,-248,1,1,1,0,Low-skill Laborers,3.0,0
5041753,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2.0,0
5097093,M,N,N,0,225000.0,Working,Incomplete higher,Married,House / apartment,-9908,-276,1,1,0,0,Drivers,2.0,0
5041789,M,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21036,-1252,1,1,0,0,Drivers,2.0,0
5041786,F,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-12656,-368,1,0,0,0,Sales staff,2.0,0
5041781,M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14966,-399,1,1,0,0,,4.0,0
5041779,F,Y,N,3,135000.0,Working,Higher education,Married,House / apartment,-13525,-4478,1,1,1,0,Core staff,5.0,0
5041770,F,Y,N,0,315000.0,State servant,Higher education,Married,House / apartment,-17940,-9957,1,1,0,0,Managers,2.0,0
5041767,F,Y,N,0,135000.0,Pensioner,Higher education,Married,House / apartment,-20634,365243,1,0,0,0,,2.0,0
5022936,F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,1.0,0
5041649,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,3.0,0
5097124,F,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16608,-5573,1,0,1,0,,2.0,0
5097123,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,1,0,0,0,Laborers,2.0,0
5041626,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,0
5041654,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-20065,-306,1,0,1,0,Laborers,2.0,0
5041704,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0,0
5041693,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-14099,-1616,1,0,0,0,Core staff,3.0,0
5041799,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-15964,-276,1,0,0,0,Cleaning staff,2.0,0
5041918,M,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9966,-399,1,0,0,0,Laborers,2.0,0
5041933,M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10312,-703,1,0,1,0,Laborers,2.0,0
5041929,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,-12374,-307,1,1,1,0,Core staff,2.0,0
5041908,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19032,-429,1,0,1,0,Laborers,2.0,0
5041906,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,Sales staff,2.0,0
5041946,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,-10726,-1921,1,1,1,0,,2.0,0
5041964,F,N,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11009,-1434,1,1,1,0,Low-skill Laborers,2.0,0
5097112,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13503,-1768,1,1,1,0,Medicine staff,2.0,0
5097111,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20255,365243,1,0,0,0,,2.0,0
5041950,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11653,-1617,1,1,0,0,High skill tech staff,3.0,0
5041842,F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17493,-2347,1,1,0,0,,2.0,0
5041831,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17372,-978,1,0,1,0,Sales staff,2.0,0
5097098,F,N,N,1,112500.0,Commercial associate,Higher education,Separated,House / apartment,-14648,-2833,1,1,0,0,Private service staff,2.0,0
